User_Query,Expected_URL,Expected_Ans,Expected_Title
How is it securing your payment?,https://www.idfcfirstbank.com/personal-banking/payments/positive-pay#faqs,"Once you provide the cheque details through mobile app or net-banking portal under cheque book management, the details will be verified against the presented cheque by beneficiary.

• If the information matches the same will be cleared

• If there is a mismatch, the bank will contact the customer, if the customer is not reachable then the same will be returned un-cleared   ",How is it securing your payment?
Is it mandatory to use positive pay?,https://www.idfcfirstbank.com/personal-banking/payments/positive-pay#faqs,"We highly encourage you to use the feature to safe guard your cheques. In case the details of issued cheques are not provided, existing clearing process will continue without Positive Pay check.",Is it mandatory to use positive pay?
What is Transfer Funds to India Facility?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"IDFC FIRST Bank offers fund transfer service from overseas to India for Non Resident or Resident account holders of IDFC FIRST Bank, for purposes like savings, investments, family maintenance etc.",What is Transfer Funds to India Facility?
How do I send money to an IDFC FIRST Bank account in India?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"Follow these simple steps to transfer funds conveniently:

Visit your foreign bank branch anywhere in the world.
Submit the payment details explained below:
Sender's details - Name, account number and complete address
Receiver's details - Name, 11-digit account number* and complete address
Receiver's bank details -
Bank Name – IDFC FIRST Bank
Swift Code – IDFBINBBMUM
Correspondent's Bank - Please Click Here
Mention purpose of payment for faster credit to your account",How do I send money to an IDFC FIRST Bank account in India?
Do I need to be an IDFC FIRST Bank Account holder to receive foreign inward remittance?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"Yes, only IDFC FIRST Bank Account holders can avail this service.",Do I need to be an IDFC FIRST Bank Account holder to receive foreign inward remittance?
Which foreign currencies can be converted and sent to IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"It can be done in 14 currencies - CHF, AUD, ZAR, JPY, CAD, CNH, HKD, NOK, SGD, GBP, EUR, USD, AED and NZD",Which foreign currencies can be converted and sent to IDFC FIRST Bank?
Where do I view the Exchange Rates?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"For details on the Exchange Rates, please Click Here.",Where do I view the Exchange Rates?
Where do I view correspondent Bank details?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"For details on correspondent banks, please Click Here.",Where do I view correspondent Bank details?
Is there any limit for receiving funds from abroad?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,No. You can transfer money to India without any limits.,Is there any limit for receiving funds from abroad?
How much time will it take to credit the funds to my IDFC FIRST Bank account once the transaction is successful from overseas bank?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"On receiving the payment from foreign Bank, IDFC FIRST Bank will deposit the money in the desired account within 1 to 2 days*. 

*In certain cases, the bank may be required to reach beneficiary for additional details prior to credit of funds.",How much time will it take to credit the funds to my IDFC FIRST Bank account once the transaction is successful from overseas bank?
What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"IDFC FIRST Bank does not charge anything for funds transferred from abroad. The remitting bank or the correspondent banks may levy charges for the wire transfer. GST will be levied on the converted gross INR amount, as per the existing Tax slab.",What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?
What are correspondent bank charges for inward remittance?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"Correspondent bank charges are levied by the intermediary bank, routing funds to IDFC FIRST Bank. These charges are neither in control or responsibility of IDFC FIRST Bank.",What are correspondent bank charges for inward remittance?
Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"Yes, it is mandatory to mention purpose of payment.",Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?
What all information is mandatory for me to provide while transferring funds to India from foreign bank to IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/forex/inward-remittance#faqs,"o Sender’s details - Name, account number and complete address
o Receiver’s details - Name, account number and complete address
o Receiver’s bank details - Bank Name – IDFC FIRST Bank with Swift Code – IDFBINBBMUM
o Payment details - Purpose of Payment; you may choose an available option
o Correspondent’s bank details - Available at Please Click Here
o Purpose of Payment: For faster credit in your account, it is mandatory to mention purpose of payment",What all information is mandatory for me to provide while transferring funds to India from foreign bank to IDFC FIRST Bank?
