ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
35,What is the minimum monthly account balance required to be maintained in the IDFC FIRST Bank Freedom Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/freedom-current-account#faqs,What is the minimum monthly account balance required to be maintained in the IDFC FIRST Bank Freedom Account?,,,,,,,
36,What is AMB and how is it calculated for IDFC FIRST Bank Freedom Current Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/freedom-current-account#faqs,What is AMB and how is it calculated for IDFC FIRST Bank Freedom Current Account?,,,,,,,
37,What is the initial pay-in amount required for opening your IDFC FIRST Bank Freedom Current Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/freedom-current-account#faqs,What is the initial pay-in amount required for opening your IDFC FIRST Bank Freedom Current Account?,Fail,Showing wrong response,,,,,
38,What are the modes through which one can track IDFC FIRST Bank Freedom Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"You can track your  Freedom Account  through the following modes:

·         View and transact through Internet Banking & Mobile Banking

·         24x7 Banker on Callhat are the modes through which one can track IDFC FIRST Bank Freedom Acco

·         Monthly email statements sent to registered email address

·         Alerts through email and SMS",What are the modes through which one can track IDFC FIRST Bank Freedom Account?,,,,,,,
39,What are the digital payment solutions available this freedom account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Below are some of the digital payment and receivable solutions through which you can gain an edge in the competitive market:

·         Free NEFT/RTGS/IMPS

·         Debit Cards

·         Net Banking & E-com Transactions

·         Free bulk upload facility on net banking

·         Payment Gateways

·         Virtual Accounts

·         UPI – QR

·         Point of Sales

·         API integration

·         NACH/e-NACH",What are the digital payment solutions available this freedom account?,,,,,,,
40,What are the trade solutions available for customers?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Below are the trade solutions to facilitate your international business requirements:

·         Letter of Credit

·         Bank Guarantee

·         Import Finance

·         Inward Remittance

·         Outward Remittance

·         Hedging and Currency Protection

·         Foreign Currency Cash",What are the trade solutions available for customers?,,,,,,,
41,What is AMB and how is it calculated for IDFC FIRST Bank World Business Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/world-business-account#faqs,What is AMB and how is it calculated for IDFC FIRST Bank World Business Account?,,,,,,,
42,What is the initial pay-in amount required for opening your IDFC FIRST Bank World Business account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/world-business-account#faqs,What is the initial pay-in amount required for opening your IDFC FIRST Bank World Business account?,,,,,,,
43,What is the minimum account balance required to be maintained monthly in the IDFC FIRST Bank World Business Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,Please click here for the details-https://www.idfcfirstbank.com/business-banking/accounts/world-business-account#faqs,What is the minimum account balance required to be maintained monthly in the IDFC FIRST Bank World Business Account?,,,,,,,
44,What are the modes through which one can track IDFC FIRST Bank World Business Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"You can track your IDFC FIRST Bank World Business Account through the following modes:

·         View and transact through Internet Banking & Mobile Banking

·         24x7 Banker on Call

·         Monthly email statements sent to registered email address

·         Alerts through Email and SMS",What are the modes through which one can track IDFC FIRST Bank World Business Account?,,,,,,,
45,What are the digital payment solutions available for World Business Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Below are some of the digital payment and receivable solutions through which you can gain edge in the competitive market

·         Free NEFT/RTGS/IMPS

·         Debit Cards

·         Net Banking & E-com Transactions

·         Free bulk upload facility on net banking

·         Payment gateway

·         Virtual Accounts

·         UPI – QR

·         Point of Sales

·         API integration

·         NACH/e-NACH",What are the digital payment solutions available for World Business Account?,,,,,,,
46,What are the trade solutions available for the World Business Account customer?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"Below are the trade solutions to facilitate your international business requirements

·         Letter of Credit

·         Bank Guarantee

·         Import Finance

·         Inward Remittance

·         Outward Remittance

·         Hedging and Currency Protection

·         Foreign Currency Cash",What are the trade solutions available for the World Business Account customer?,,,,,,,
47,What is the minimum monthly account balance required to be maintained in your Merchant Multiplier Account?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"There is no monthly, minimum average balance that need to be maintained in your Merchant Multiplier Account.",What is the minimum monthly account balance required to be maintained in your Merchant Multiplier Account?,,,,,,,
48,Can Merchant Multiplier Account variant be offered to the customer who has not opted for POS or UPI QR?,https://www.idfcfirstbank.com/business-banking/loans/business-loan#faqs,"No, Merchant Multiplier Account is exclusively for merchants opted for POS and UPI QR.",Can Merchant Multiplier Account variant be offered to the customer who has not opted for POS or UPI QR?,Fail,Deeplink is navigating to diff page,,,,,
